"","gender","age","party","register","rate"
"707","Female","18-30","Liberal","Unsure",1
"708","Female","18-30","Conservative","No",4
"709","Male","< 18","Conservative","No",3
"710","Male","18-30","Conservative","Yes",4
"711","Female","18-30","Liberal","Yes",1
"712","Male","18-30","Conservative","No",4
"713","Female","18-30","Liberal","No",5
"714","Female","18-30","Liberal","No",2
"715","Male","18-30","Liberal","No",3
"716","Female","18-30","Conservative","Yes",5
"717","Female","18-30","Liberal","Yes",3
"718","Male","18-30","Unsure","No",1
"719","Male","18-30","Green","No",5
"720","Female","18-30","Conservative","No",2
"721","Female","18-30","Liberal","No",3
"722","Female","18-30","Liberal","No",5
"723","Male","18-30","Liberal","Yes",4
"724","Male","18-30","Liberal","No",4
"725","Female","18-30","Conservative","Yes",2
"726","Female","< 18","Conservative","No",4
"727","Male","18-30","Liberal","No",5
"728","Female","18-30","Conservative","Yes",5
"729","Male","18-30","Conservative","No",3
"730","Female","18-30","Conservative","No",3
"731","Trans or Unisex","18-30","Other","No",2
"732","Female","18-30","Liberal","No",4
"733","Female","18-30","NDP","Yes",4
"734","Female","18-30","Liberal","No",3
"735","Male","18-30","NDP","Unsure",3
"736","Male","18-30","Liberal","Yes",4
"737","Male","18-30","NDP","Yes",5
"738","Female","18-30","Liberal","No",5
"739","Female","18-30","Conservative","No",5
"740","Female","18-30","Other","Yes",1
"741","Male","18-30","NDP","Yes",1
"742","Female","18-30","NDP","No",5
"743","Male","< 18","Liberal","No",4
"744","Male","18-30","Unsure","No",5
"745","Male","18-30","Liberal","Yes",5
"746","Female","18-30","NDP","No",0
"747","Female","18-30","Liberal","No",2
"748","Female","< 18","Conservative","No",3
"749","Female","18-30","NDP","Yes",4
"750","Male","18-30","Liberal","No",1
"751","Male","18-30","NDP","No",5
"752","Male","18-30","Conservative","No",3
"753","Male","< 18","NDP","No",3
"754","Female","18-30","Liberal","Yes",2
"755","Female","18-30","Liberal","Yes",5
"756","Male","18-30","Green","Yes",4
"757","Male","18-30","Conservative","Yes",3
"758","Female","18-30","Conservative","Yes",4
"759","Male","18-30","Conservative","No",4
"760","Male","< 18","Conservative","Yes",2
"761","Female","18-30","Other","Yes",3
"762","Female","18-30","Liberal","Unsure",1
"763","Male","18-30","Conservative","No",5
"764","Male","18-30","Conservative","Yes",4
"765","Female","18-30","Conservative","No",4
"766","Female","18-30","Liberal","No",5
"767","Male","18-30","Liberal","Yes",1
"768","Male","18-30","Conservative","No",2
"769","Male","18-30","Conservative","Yes",2
"770","Female","18-30","Green","Yes",3
"771","Male","18-30","Liberal","No",3
"772","Female","< 18","Liberal","No",3
"773","Female","18-30","Liberal","No",5
"774","Male","18-30","NDP","Yes",2
"775","Male","< 18","Other","No",5
"776","Male","18-30","Other","Yes",4
"777","Male","18-30","Liberal","Unsure",5
"778","Female","18-30","NDP","Yes",1
"779","Male","18-30","Conservative","Yes",5
"780","Female","18-30","Green","No",2
"781","Male","18-30","Liberal","No",3
"782","Female","18-30","NDP","Yes",4
"783","Male","18-30","Liberal","No",3
"784","Male","18-30","Green","Yes",3
"785","Male","18-30","Conservative","Yes",3
"786","Male","18-30","NDP","No",3
"787","Female","< 18","Liberal","Yes",5
"788","Trans or Unisex","< 18","Liberal","No",2
"789","Female","18-30","Conservative","Yes",3
"790","Male","18-30","Other","No",4
"791","Male","18-30","Liberal","No",4
"792","Female","18-30","Unsure","No",3
"793","Male","18-30","Other","No",4
"794","No reply","18-30","Liberal","Yes",3
"795","Female","< 18","NDP","No",4
"796","Female","< 18","Conservative","No",4
"797","Female","18-30","Green","Unsure",5
"798","Female","18-30","Green","No",5
"799","Female","18-30","Liberal","No",1
"800","Female","18-30","Liberal","Yes",3
"801","Male","18-30","NDP","No",1
"802","Male","18-30","Liberal","Yes",1
"803","Male","18-30","Conservative","No",4
"804","Female","< 18","Conservative","No",1
"805","Female","18-30","Liberal","No",3
"806","Trans or Unisex","18-30","Unsure","No",4
"807","Female","18-30","Liberal","Yes",5
"808","Male","18-30","Other","Yes",4
"809","Male","18-30","NDP","No",3
"810","Trans or Unisex","18-30","Liberal","No",1
"811","Female","18-30","Other","No",4
"812","Male","< 18","Liberal","No",5
"813","Male","18-30","Liberal","No",5
"814","Female","< 18","Liberal","Yes",3
"815","Male","18-30","NDP","No",4
"816","Male","18-30","Unsure","No",3
"817","Male","18-30","Green","No",3
"818","Male","18-30","Liberal","No",2
"819","Male","18-30","Other","Yes",2
"820","Male","18-30","Conservative","No",4
"821","Male","18-30","Conservative","No",5
"822","Female","18-30","Unsure","No",5
"823","Trans or Unisex","18-30","Conservative","Yes",4
"824","Trans or Unisex","18-30","Liberal","Yes",1
"825","Male","18-30","Liberal","No",3
"826","Female","18-30","Conservative","No",3
"827","Female","18-30","Conservative","Yes",5
"828","Female","18-30","Liberal","Yes",2
"829","Male","18-30","NDP","Yes",5
"830","Male","18-30","Other","Yes",3
"831","Male","18-30","Conservative","No",1
"832","Male","18-30","Liberal","Yes",1
"833","Male","18-30","Liberal","No",3
"834","Trans or Unisex","< 18","NDP","No",2
"835","Female","18-30","Liberal","Yes",5
"836","Female","18-30","Conservative","No",5
"837","Male","18-30","Liberal","No",5
"838","Female","18-30","Liberal","No",3
"839","Male","18-30","Liberal","No",3
"840","Female","< 18","Conservative","No",2
"841","Female","18-30","Liberal","Yes",4
"842","Female","18-30","Liberal","Yes",5
"843","Male","18-30","Liberal","Yes",2
"844","Male","18-30","Liberal","Yes",4
"845","Female","18-30","Conservative","Yes",3
"846","Female","18-30","NDP","No",2
"847","Male","18-30","Liberal","Yes",5
"848","Male","18-30","Conservative","Yes",3
"849","Female","18-30","Liberal","Yes",3
"850","Male","< 18","Liberal","No",4
"851","Male","18-30","Liberal","No",4
"852","Female","18-30","Liberal","Yes",3
"853","Male","18-30","Unsure","Yes",3
"854","Female","18-30","NDP","No",2
"855","Male","18-30","Liberal","Yes",2
"856","Male","< 18","Conservative","Yes",1
"857","Male","18-30","Green","Unsure",3
"858","Female","18-30","Conservative","Yes",4
"859","Female","18-30","Other","No",4
"860","Female","18-30","NDP","Yes",4
"861","Male","18-30","Conservative","Yes",4
"862","Male","18-30","Green","No",2
"863","Female","< 18","Other","Unsure",3
"864","Female","< 18","Conservative","No",1
"865","Female","18-30","Liberal","Yes",3
"866","Female","18-30","Conservative","No",4
"867","Female","< 18","Conservative","Yes",3
"868","Female","18-30","Liberal","No",2
"869","Male","18-30","NDP","Yes",4
"870","Female","< 18","NDP","Yes",4
"871","Female","18-30","Liberal","No",1
"872","Male","18-30","NDP","No",1
"873","Female","18-30","Liberal","Yes",3
"874","Female","18-30","Unsure","Yes",4
"875","Male","18-30","Conservative","No",4
"876","Female","18-30","NDP","No",4
"877","Female","18-30","Conservative","Yes",4
"878","Female","18-30","Liberal","Yes",2
"879","Female","18-30","NDP","No",5
"880","Female","18-30","Liberal","No",3
"881","Male","< 18","Liberal","Yes",2
"882","Male","18-30","Liberal","No",5
"883","Female","18-30","Liberal","No",5
"884","Male","18-30","Liberal","No",3
"885","Male","18-30","Liberal","No",4
"886","Female","18-30","Liberal","No",3
"887","Trans or Unisex","18-30","Liberal","Yes",4
"888","Female","18-30","Liberal","No",4
"889","Female","18-30","Conservative","Yes",4
"890","Female","18-30","Conservative","No",4
"891","Male","18-30","Green","Yes",5
"892","Female","18-30","Other","No",5
"893","Male","18-30","NDP","Unsure",3
"894","Male","18-30","Conservative","No",5
"895","Female","18-30","Liberal","Yes",2
"896","Male","18-30","Liberal","No",3
"897","Male","18-30","Conservative","No",5
"898","Female","< 18","Green","No",2
"899","Male","18-30","Liberal","No",4
"900","Male","18-30","Conservative","Yes",1
"901","Male","18-30","Conservative","No",3
"902","Male","< 18","Liberal","Yes",3
"903","Female","18-30","Liberal","No",4
"904","Male","18-30","Green","No",5
"905","Male","< 18","Conservative","Yes",4
"906","Trans or Unisex","18-30","Liberal","No",4
"907","Male","18-30","Liberal","Yes",2
"908","Female","18-30","Liberal","No",4
"909","Male","18-30","Unsure","Yes",4
"910","Male","18-30","Unsure","Yes",4
"911","Male","< 18","Liberal","Yes",2
"912","Female","18-30","Liberal","Yes",3
"913","Female","18-30","Conservative","Yes",2
"914","Male","18-30","Liberal","Yes",3
"915","Female","18-30","Conservative","No",3
"916","Female","18-30","Liberal","No",4
"917","Male","18-30","Liberal","No",3
"918","Female","18-30","Conservative","No",2
"919","Male","18-30","Conservative","Yes",3
"920","Male","18-30","Unsure","No",1
"921","Male","18-30","Conservative","Yes",4
"922","Male","18-30","NDP","No",3
"923","Female","18-30","Other","Yes",3
"924","Male","18-30","Liberal","Yes",2
"925","Female","18-30","Other","Yes",3
"926","Female","18-30","Conservative","No",3
"927","Male","18-30","Liberal","Yes",4
"928","Female","18-30","Green","Yes",5
"929","Male","18-30","Liberal","Yes",5
"930","Female","18-30","Liberal","Yes",3
"931","Male","18-30","Liberal","No",0
"932","Male","18-30","Liberal","No",2
"933","Male","18-30","Other","Yes",3
"934","Male","18-30","Conservative","No",3
"935","Male","18-30","Liberal","No",4
"936","Female","18-30","Conservative","Yes",4
"937","Female","18-30","Conservative","Yes",5
"938","Male","18-30","Conservative","No",4
"939","Male","18-30","Green","Yes",4
"940","Female","18-30","Unsure","No",4
"941","Male","18-30","Other","Yes",3
"942","Female","18-30","NDP","No",4
"943","Male","< 18","NDP","No",4
"944","Male","18-30","Unsure","Yes",5
"945","Male","18-30","NDP","Yes",2
"946","Trans or Unisex","18-30","Conservative","No",4
"947","Male","18-30","Conservative","No",3
"948","Female","18-30","Green","No",4
"949","Trans or Unisex","< 18","NDP","Yes",3
"950","Male","18-30","Conservative","No",5
"951","Female","18-30","Green","Yes",1
"952","Male","18-30","Liberal","No",3
"953","Female","18-30","NDP","No",3
"954","Female","18-30","Green","No",3
"955","Male","18-30","Other","Yes",5
"956","Male","18-30","Unsure","Yes",4
"957","Female","18-30","Liberal","No",3
"958","Male","18-30","Conservative","No",4
"959","Female","18-30","Liberal","No",5
"960","Female","18-30","Conservative","No",4
"961","Female","18-30","Liberal","No",4
"962","Male","18-30","Unsure","No",2
"963","Male","< 18","Conservative","No",5
"964","Female","18-30","Green","No",5
"965","Male","18-30","Liberal","No",5
"966","Male","< 18","Liberal","Yes",1
"967","Male","18-30","Liberal","No",3
"968","Female","18-30","NDP","No",4
"969","Male","< 18","Liberal","No",5
"970","Male","18-30","Liberal","No",3
"971","Male","18-30","Liberal","No",1
"972","Female","18-30","Liberal","Yes",4
"973","Female","18-30","Conservative","No",2
"974","Male","< 18","Liberal","Yes",4
"975","Male","18-30","Liberal","Yes",5
"976","Male","18-30","Liberal","Yes",5
"977","Female","< 18","NDP","Yes",4
"978","Male","18-30","Liberal","No",3
"979","Male","18-30","Conservative","No",3
"980","Female","18-30","Conservative","No",3
"981","Female","18-30","Liberal","No",5
"982","Male","18-30","Unsure","No",4
"983","Female","18-30","Liberal","No",1
"984","Female","18-30","Liberal","No",4
"985","Female","18-30","Other","No",4
"986","Male","18-30","Conservative","Yes",4
"987","Female","18-30","Conservative","No",2
"988","Female","18-30","Liberal","No",3
"989","Female","18-30","Green","No",3
"990","Male","< 18","Liberal","No",2
"991","Female","18-30","Liberal","No",3
"992","Female","18-30","Liberal","No",3
"993","Female","< 18","Conservative","Yes",2
"994","Male","18-30","Green","No",3
"995","Female","18-30","NDP","No",3
"996","Female","< 18","Liberal","No",2
"997","Male","18-30","Conservative","No",4
"998","Female","18-30","Other","No",5
"999","No reply","18-30","Conservative","Yes",3
"1000","Male","18-30","Conservative","No",2
"1001","Male","18-30","NDP","No",3
"1002","Female","18-30","Conservative","No",4
"1003","Male","18-30","Conservative","Yes",1
"1004","Male","18-30","Liberal","No",2
"1005","Female","18-30","Liberal","Yes",0
"1006","Male","18-30","Conservative","Yes",3
"1007","Male","18-30","NDP","No",5
"1008","Female","18-30","Conservative","No",2
"1009","Male","18-30","Liberal","No",2
"1010","Female","18-30","NDP","No",3
"1011","Female","18-30","Conservative","No",3
"1012","Male","18-30","Liberal","No",1
"1013","Female","18-30","Conservative","Yes",4
"1014","Male","18-30","Conservative","Yes",0
"1015","Female","18-30","Conservative","No",4
"1016","Female","18-30","Liberal","Yes",4
"1017","Male","18-30","Unsure","Yes",5
"1018","Female","18-30","NDP","No",2
"1019","Female","18-30","Other","Yes",3
"1020","Female","< 18","Liberal","No",3
"1021","Female","18-30","Unsure","No",2
"1022","Male","18-30","Unsure","Yes",3
"1023","Male","18-30","NDP","Yes",3
"1024","Male","18-30","Conservative","No",1
"1025","Male","18-30","Liberal","Unsure",1
"1026","No reply","18-30","Liberal","Yes",3
"1027","Male","18-30","Conservative","Unsure",5
"1028","Female","18-30","Other","No",3
"1029","Female","18-30","Conservative","No",0
"1030","Female","18-30","Liberal","No",4
"1031","No reply","18-30","Conservative","Yes",2
"1032","Female","18-30","Conservative","No",3
"1033","Female","< 18","Conservative","Yes",5
"1034","Male","18-30","Conservative","Yes",3
"1035","Male","18-30","Liberal","Yes",3
"1036","Male","18-30","NDP","Yes",3
"1037","Male","18-30","Liberal","No",5
"1038","Female","18-30","Liberal","Yes",3
"1039","Male","18-30","Liberal","Yes",2
"1040","Female","< 18","Conservative","No",5
"1041","Male","< 18","Conservative","No",1
"1042","Trans or Unisex","18-30","Liberal","Yes",2
"1043","Male","18-30","NDP","No",2
"1044","Male","< 18","NDP","Unsure",4
"1045","No reply","18-30","Liberal","No",3
"1046","Male","18-30","Unsure","No",1
"1047","Male","18-30","Conservative","Yes",5
"1048","Female","< 18","NDP","No",2
"1049","Female","18-30","NDP","Yes",3
"1050","Male","18-30","Liberal","No",4
"1051","Male","18-30","Other","No",2
"1052","Male","18-30","Liberal","Yes",5
"1053","Male","18-30","Liberal","Yes",4
"1054","Male","18-30","Liberal","Unsure",4
"1055","Female","18-30","Liberal","Yes",1
"1056","Male","18-30","Conservative","No",4
"1057","Male","18-30","Liberal","No",4
"1058","Female","18-30","Liberal","Yes",2
"1059","Female","18-30","NDP","No",3
"1060","Male","18-30","Conservative","Yes",4
"1061","Female","18-30","Conservative","No",2
"1062","Male","18-30","NDP","No",4
"1063","Male","18-30","Conservative","No",2
"1064","Female","< 18","Liberal","No",4
"1065","Male","< 18","Conservative","No",5
"1066","Female","18-30","Other","Yes",4
"1067","Male","18-30","Green","No",3
"1068","Female","18-30","Conservative","Yes",2
"1069","Male","18-30","Liberal","No",2
"1070","Female","18-30","Other","No",3
"1071","Male","< 18","Liberal","No",3
"1072","Female","18-30","Other","No",1
"1073","Male","18-30","Liberal","No",4
"1074","Male","18-30","Liberal","No",3
"1075","Male","18-30","Conservative","No",2
"1076","Female","18-30","Other","No",2
"1077","Male","18-30","Green","Yes",4
"1078","Male","18-30","Liberal","Yes",3
"1079","Male","18-30","Green","No",3
"1080","Male","18-30","Liberal","No",1
"1081","Male","< 18","Other","No",5
"1082","Female","18-30","NDP","No",5
"1083","Female","18-30","Unsure","No",2
"1084","Male","< 18","NDP","No",3
"1085","Female","18-30","Liberal","No",3
"1086","Female","18-30","Other","No",5
"1087","Trans or Unisex","18-30","Liberal","No",5
"1088","Female","18-30","Liberal","Yes",5
"1089","Male","< 18","Liberal","Yes",4
"1090","Male","18-30","Unsure","No",4
"1091","Female","18-30","Other","Yes",2
"1092","Male","18-30","Liberal","Yes",3
"1093","Female","18-30","Conservative","No",2
"1094","Female","18-30","Liberal","No",2
"1095","Female","18-30","NDP","Yes",2
"1096","Female","18-30","Liberal","Unsure",3
"1097","Male","18-30","Other","No",2
"1098","Female","18-30","Conservative","No",3
"1099","Female","18-30","Unsure","Yes",3
"1100","Male","18-30","Liberal","No",3
"1101","Female","18-30","Conservative","Yes",4
"1102","Female","18-30","Conservative","Yes",4
"1103","Female","18-30","Liberal","No",3
"1104","Female","18-30","Other","Unsure",5
"1105","Female","18-30","Liberal","Yes",2
"1106","Male","18-30","NDP","Yes",5
"1107","Male","18-30","Liberal","No",2
"1108","Female","18-30","Conservative","Yes",4
"1109","Female","18-30","Other","No",2
"1110","Female","18-30","Liberal","No",1
"1111","Female","18-30","Liberal","Yes",3
"1112","Male","18-30","Conservative","Yes",2
"1113","Male","18-30","Other","No",3
